PlotObservationID	GIVD_ID	Dataset	Continent	Country	Biome	Date_of_recording	Latitude	Longitude	Location_uncertainty	Releve_area	Plant_recorded	Elevation	Aspect	Slope	is_forest	ESY	Naturalness	Forest	Shrubland	Grassland	Wetland	Sparse_vegetation	Cover_total	Cover_tree_layer	Cover_shrub_layer	Cover_herb_layer	Cover_moss_layer	Cover_lichen_layer	Cover_algae_layer	Cover_litter_layer	Cover_bare_rocks	Cover_cryptogams	Cover_bare_soil	Height_trees_highest	Height_trees_lowest	Height_shrubs_highest	Height_shrubs_lowest	Height_herbs_average	Height_herbs_lowest	Height_herbs_highest	SoilClim_PC1	SoilClim_PC2	Resample_1	Resample_2	Resample_3	Resample_1_consensus
227071	EU-00-019	Balkan Vegetation Database	Europe	Serbia	Temperate midlatitudes	1981-01-01	43.98359	20.33335	15	400	Not specified	950	NA	NA	TRUE	?	Natural	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.22	0.858	TRUE	FALSE	FALSE	TRUE
227097	EU-00-019	Balkan Vegetation Database	Europe	Serbia	Temperate midlatitudes	1984-01-01	43.84879	19.45979	15	10	Not specified	240	135	90	FALSE	E11j	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.469	2.983	FALSE	FALSE	TRUE	TRUE
227098	EU-00-019	Balkan Vegetation Database	Europe	Serbia	Temperate midlatitudes	1984-01-01	43.84879	19.45979	15	8	Not specified	240	180	85	FALSE	E11j	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.469	2.983	TRUE	FALSE	FALSE	TRUE
227103	EU-00-019	Balkan Vegetation Database	Europe	Serbia	Temperate midlatitudes	1984-01-01	43.84879	19.45979	15	20	Not specified	300	135	60	FALSE	H26a	Natural	FALSE	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.469	2.983	TRUE	FALSE	FALSE	TRUE
227115	EU-00-019	Balkan Vegetation Database	Europe	Serbia	Temperate midlatitudes	1985-01-01	43.28994	22.05438	15	25	Not specified	450	360	75	FALSE	E11g	Semi-natural	FALSE	FALSE	TRUE	FALSE	TRUE	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.413	0.516	TRUE	FALSE	FALSE	TRUE
227142	EU-00-019	Balkan Vegetation Database	Europe	Serbia	Temperate midlatitudes	1991-01-01	43.54527	20.03448	15	20	Not specified	1450	315	85	FALSE	H32b	Natural	FALSE	FALSE	TRUE	FALSE	TRUE	45	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.012	2.463	TRUE	FALSE	FALSE	TRUE
227212	EU-00-019	Balkan Vegetation Database	Europe	Serbia	Temperate midlatitudes	1951-07-01	43.14615	22.22387	15	4	Not specified	1600	45	75	FALSE	H32d	Natural	FALSE	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.608	1.804	FALSE	FALSE	TRUE	FALSE
227218	EU-00-019	Balkan Vegetation Database	Europe	Serbia	Temperate midlatitudes	1952-07-01	43.14615	22.22387	15	10	Not specified	1790	45	85	TRUE	?	Natural	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.608	1.804	FALSE	TRUE	FALSE	TRUE
227252	EU-00-019	Balkan Vegetation Database	Europe	Serbia	Temperate midlatitudes	1956-01-01	45.9068	19.99765	20	NA	Not specified	NA	NA	NA	FALSE	E63	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.254	-0.391	FALSE	TRUE	FALSE	TRUE
227266	EU-00-019	Balkan Vegetation Database	Europe	Serbia	Temperate midlatitudes	1957-01-01	45.9068	19.99765	20	NA	Not specified	NA	NA	NA	FALSE	E34b	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.254	-0.391	FALSE	FALSE	TRUE	FALSE
465750	EU-00-022	European Mire VDB	Europe	Serbia	Temperate midlatitudes	NA	43.291944	22.825833	10	100	Not specified	1465	NA	NA	FALSE	D22b	Natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.085	2.293	TRUE	FALSE	TRUE	TRUE
465753	EU-00-022	European Mire VDB	Europe	Serbia	Temperate midlatitudes	NA	43.291944	22.825833	10	100	Not specified	1470	NA	NA	FALSE	?	Semi-natural	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.085	2.293	TRUE	FALSE	FALSE	TRUE
465755	EU-00-022	European Mire VDB	Europe	Serbia	Temperate midlatitudes	NA	43.291944	22.825833	10	100	Not specified	1520	NA	NA	FALSE	F23a	Natural	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.085	2.293	FALSE	TRUE	FALSE	FALSE
1003658	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1976-07-01	43.168611	21.636389	10	100	Not specified	800	360	20	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.429	0.673	FALSE	FALSE	TRUE	FALSE
1003719	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1951-01-01	43.694106	19.728952	10	25	Not specified	1020	225	10	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.007	2.496	TRUE	FALSE	FALSE	TRUE
1003741	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1985-01-01	42.983284	20.260415	10	100	Not specified	900	180	15	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.773	1.375	FALSE	FALSE	TRUE	FALSE
1003756	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1978-01-01	43.357051	22.589339	10	100	Not specified	1540	180	5	FALSE	E22	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.569	1.691	TRUE	FALSE	FALSE	TRUE
1003764	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1978-01-01	43.29014	22.751095	10	100	Not specified	1440	180	10	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.32	0.806	FALSE	FALSE	TRUE	FALSE
1003839	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1992-01-01	43.95516	19.298083	10	NA	Not specified	1090	203	10	FALSE	E21	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.127	2.833	FALSE	FALSE	TRUE	FALSE
1003848	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1992-01-01	43.890361	19.436804	10	NA	Not specified	1290	180	5	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.156	3.125	FALSE	TRUE	FALSE	FALSE
1003882	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1956-06-01	44.122166	20.565101	10	36	Not specified	835	360	30	FALSE	E22	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.895	1.64	FALSE	FALSE	TRUE	FALSE
1003911	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1991-01-01	45.10653	21.386566	10	10	Not specified	200	135	NA	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.312	0.441	FALSE	FALSE	TRUE	FALSE
1003945	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1978-01-01	43.338158	22.787675	10	50	Not specified	1700	180	45	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.803	1.722	FALSE	TRUE	FALSE	FALSE
1003971	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1993-01-01	46.174103	19.70899	10	NA	Not specified	116	NA	NA	FALSE	?	Natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039	-1.078	TRUE	FALSE	FALSE	TRUE
1003978	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1993-01-01	46.164307	19.734148	10	NA	Not specified	116	NA	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.058	-0.901	FALSE	FALSE	TRUE	FALSE
1003993	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1988-01-01	46.128714	19.868614	10	25	Not specified	90	NA	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.063	-1.049	FALSE	TRUE	FALSE	FALSE
1004003	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1949-09-23	44.866196	21.182625	10	25	Not specified	NA	NA	NA	FALSE	H21	Natural	FALSE	FALSE	TRUE	FALSE	TRUE	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.093	-0.031	FALSE	TRUE	FALSE	FALSE
1004011	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1948-06-25	44.791516	21.203843	10	25	Not specified	NA	NA	NA	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.174	0.208	FALSE	FALSE	TRUE	FALSE
1004012	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1949-11-25	44.84963	21.232528	10	25	Not specified	NA	NA	NA	FALSE	E12a	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.114	-0.199	FALSE	TRUE	FALSE	FALSE
1004050	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1967-01-01	44.05325	20.93295	10	100	Not specified	170	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.207	0.375	TRUE	FALSE	FALSE	TRUE
1004064	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1993-01-01	46.176898	19.688924	10	NA	Not specified	NA	NA	NA	FALSE	E34a	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.129	-1.231	FALSE	FALSE	TRUE	FALSE
1004066	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1993-01-01	46.176898	19.688924	10	NA	Not specified	NA	NA	NA	FALSE	E34a	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.129	-1.231	TRUE	TRUE	FALSE	TRUE
1004069	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1993-01-01	46.174103	19.70899	10	NA	Not specified	NA	NA	NA	FALSE	E34a	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039	-1.078	FALSE	FALSE	TRUE	FALSE
1004071	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1993-01-01	46.174103	19.70899	10	NA	Not specified	NA	NA	NA	FALSE	E34a	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039	-1.078	FALSE	TRUE	FALSE	FALSE
1004072	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1993-01-01	46.174103	19.70899	10	NA	Not specified	NA	NA	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039	-1.078	TRUE	FALSE	FALSE	TRUE
1004097	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1994-01-01	42.609593	22.399889	10	NA	Not specified	NA	225	5	FALSE	E34a	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.325	0.671	FALSE	FALSE	TRUE	TRUE
1004116	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	2002-01-01	42.726447	22.328734	10	100	Not specified	1250	90	10	FALSE	E34a	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.527	1.359	FALSE	FALSE	TRUE	FALSE
1004190	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1985-01-01	45.149623	20.473846	10	25	Not specified	NA	NA	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.071	-0.085	TRUE	FALSE	FALSE	TRUE
1004194	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1985-01-01	45.294717	20.65088	10	25	Not specified	NA	NA	NA	FALSE	Y-Gra	Semi-natural	FALSE	FALSE	TRUE	FALSE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.202	-0.149	FALSE	TRUE	FALSE	FALSE
1004210	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1977-01-01	42.987157	22.071587	10	NA	Not specified	250	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.071	-0.313	FALSE	FALSE	TRUE	FALSE
1004214	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1977-01-01	42.983263	22.055829	10	NA	Not specified	250	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.071	-0.313	FALSE	FALSE	TRUE	FALSE
1004296	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1958-06-01	44.706812	21.029277	10	100	Not specified	NA	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.045	0.171	FALSE	FALSE	TRUE	FALSE
1004299	EU-RS-002	Serbia_grasslands	Europe	Serbia	Temperate midlatitudes	1957-06-01	44.006345	21.230312	10	100	Not specified	NA	NA	NA	FALSE	E33	Semi-natural	FALSE	FALSE	TRUE	TRUE	FALSE	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.11	0.053	FALSE	FALSE	TRUE	FALSE
